athlete_full_name,athlete_url,sex,height,weight,NOC,NOC_code
Brandie WILKERSON,https://olympics.com/en/athletes/brandie-wilkerson,Female,,,Canada,CAN
Melissa HUMANA-PAREDES,https://olympics.com/en/athletes/melissa-humana-paredes,Female,,,Canada,CAN
Sarah PAVAN,https://olympics.com/en/athletes/sarah-pavan,Female,196 cm,73 kg,Canada,CAN
Laura LUDWIG,https://olympics.com/en/athletes/laura-ludwig,Female,181 cm,70 kg,Germany,GER
Agatha BEDNARCZUK,https://olympics.com/en/athletes/agatha-bednarczuk,Female,182 cm,70 kg,Brazil,BRA
Margareta KOZUCH,https://olympics.com/en/athletes/margareta-kozuch,Female,,,Germany,GER
Fan WANG,https://olympics.com/en/athletes/fan-wang,Female,170 cm,55 kg,People's Republic of China,CHN
Xinyi XIA,https://olympics.com/en/athletes/xinyi-xia,Female,,,People's Republic of China,CHN
Eduarda SANTOS LISBOA,https://olympics.com/en/athletes/eduarda-santos-lisboa,Female,180 cm,70 kg,Brazil,BRA
Chen XUE,https://olympics.com/en/athletes/chen-xue,Female,190 cm,79 kg,People's Republic of China,CHN
Xinxin WANG,https://olympics.com/en/athletes/xinxin-wang,Female,,,People's Republic of China,CHN
Lidianny ECHEVARRIA BENITEZ,https://olympics.com/en/athletes/lidianny-echevarria-benitez,Female,,,Cuba,CUB
Nadezda MAKROGUZOVA,https://olympics.com/en/athletes/nadezda-makroguzova,Female,,,ROC,ROC
Elsa BAQUERIZO MCMILLAN,https://olympics.com/en/athletes/elsa-baquerizo-mcmillan,Female,181 cm,68 kg,Spain,ESP
Leila Consuelo MARTINEZ ORTEGA,https://olympics.com/en/athletes/leila-consuelo-martinez-ortega,Female,,,Cuba,CUB
Liliana FERNANDEZ STEINER,https://olympics.com/en/athletes/liliana-fernandez-steiner,Female,178 cm,75 kg,Spain,ESP
Svetlana KHOLOMINA,https://olympics.com/en/athletes/svetlana-kholomina,Female,,,ROC,ROC
Tanja HUBERLI,https://olympics.com/en/athletes/tanja-huberli,Female,,,Switzerland,SUI
Nina BETSCHART,https://olympics.com/en/athletes/nina-betschart,Female,,,Switzerland,SUI
Sarah SPONCIL,https://olympics.com/en/athletes/sarah-sponcil,Female,,,United States,USA
Kelly CLAES,https://olympics.com/en/athletes/kelly-claes,Female,,,United States,USA
Miki ISHII,https://olympics.com/en/athletes/miki-ishii,Female,,,Japan,JPN
Megumi MURAKAMI,https://olympics.com/en/athletes/megumi-murakami,Female,,,Japan,JPN
Katja STAM,https://olympics.com/en/athletes/katja-stam,Female,,,Netherlands,NED
Raisa SCHOON,https://olympics.com/en/athletes/raisa-schoon,Female,174 cm,65 kg,Netherlands,NED
Ana GALLAY,https://olympics.com/en/athletes/ana-gallay,Female,174 cm,66 kg,Argentina,ARG
Fernanda PEREYRA,https://olympics.com/en/athletes/fernanda-pereyra,Female,,,Argentina,ARG
Barbora HERMANNOVA,https://olympics.com/en/athletes/barbora-hermannova,Female,180 cm,79 kg,Czechia,CZE
Marketa SLUKOVA,https://olympics.com/en/athletes/marketa-slukova,Female,181 cm,69 kg,Czechia,CZE
Julia SUDE,https://olympics.com/en/athletes/julia-sude,Female,,,Germany,GER
Karla BORGER,https://olympics.com/en/athletes/karla-borger,Female,180 cm,68 kg,Germany,GER
Viktoria ORSI TOTH,https://olympics.com/en/athletes/viktoria-orsi-toth,Female,,,Italy,ITA
Marta MENEGATTI,https://olympics.com/en/athletes/marta-menegatti,Female,180 cm,70 kg,Italy,ITA
Gaudencia MAKOKHA,https://olympics.com/en/athletes/gaudencia-makokha,Female,,,Kenya,KEN
Brackcides KHADAMBI,https://olympics.com/en/athletes/brackcides-khadambi,,,,,
Sanne KEIZER,https://olympics.com/en/athletes/sanne-keizer,Female,180 cm,71 kg,Netherlands,NED
Madelein MEPPELINK,https://olympics.com/en/athletes/madelein-meppelink,Female,183 cm,75 kg,Netherlands,NED
Anders Berntsen MOL,https://olympics.com/en/athletes/anders-berntsen-mol,Male,200 cm,90 kg,Norway,NOR
Christian Sandlie SORUM,https://olympics.com/en/athletes/christian-sandlie-sorum,Male,193 cm,89 kg,Norway,NOR
Viacheslav KRASILNIKOV,https://olympics.com/en/athletes/viacheslav-krasilnikov,Male,191 cm,89 kg,Soviet Union,URS
Oleg STOYANOVSKIY,https://olympics.com/en/athletes/oleg-stoyanovskiy,Male,178 cm,70 kg,Republic of Moldova,MDA
Cherif YOUNOUSSE,https://olympics.com/en/athletes/cherif-younousse,Male,194 cm,77 kg,Qatar,QAT
Ahmed TIJAN,https://olympics.com/en/athletes/ahmed-tijan,Male,,,Qatar,QAT
Martins PLAVINS,https://olympics.com/en/athletes/martins-plavins,Male,190 cm,87 kg,Latvia,LAT
Edgars TOCS,https://olympics.com/en/athletes/edgars-tocs,Male,,,Latvia,LAT
Alison CERUTTI,https://olympics.com/en/athletes/alison-cerutti,Male,203 cm,106 kg,Brazil,BRA
Alvaro MORAIS FILHO,https://olympics.com/en/athletes/alvaro-morais-filho,Male,185 cm,85 kg,Brazil,BRA
Clemens WICKLER,https://olympics.com/en/athletes/clemens-wickler,Male,,,Germany,GER
Julius THOLE,https://olympics.com/en/athletes/julius-thole,Male,,,Germany,GER
Paolo NICOLAI,https://olympics.com/en/athletes/paolo-nicolai,Male,203 cm,91 kg,Italy,ITA
Daniele LUPO,https://olympics.com/en/athletes/daniele-lupo,Male,183 cm,77 kg,Italy,ITA
Ilya LESHUKOV,https://olympics.com/en/athletes/ilya-leshukov,Male,,,ROC,ROC
Konstantin SEMENOV,https://olympics.com/en/athletes/konstantin-semenov,Male,204 cm,125 kg,Ukraine,UKR
Evandro GONCALVES OLIVEIRA JUNIOR,https://olympics.com/en/athletes/evandro-goncalves-oliveira-junior,Male,210 cm,105 kg,Brazil,BRA
Marco GRIMALT,https://olympics.com/en/athletes/marco-grimalt,Male,195 cm,90 kg,Chile,CHI
Bruno SCHMIDT,https://olympics.com/en/athletes/bruno-schmidt,Male,185 cm,87 kg,Brazil,BRA
Esteban GRIMALT,https://olympics.com/en/athletes/esteban-grimalt,Male,190 cm,88 kg,Chile,CHI
Adrian GAVIRA COLLADO,https://olympics.com/en/athletes/adrian-gavira-collado,Male,193 cm,90 kg,Spain,ESP
Jose Luis RUBIO CAMARGO,https://olympics.com/en/athletes/jose-luis-rubio-camargo,Male,,,Mexico,MEX
Josue Gaston GAXIOLA LEYVA,https://olympics.com/en/athletes/josue-gaston-gaxiola-leyva,Male,,,Mexico,MEX
Pablo HERRERA ALLEPUZ,https://olympics.com/en/athletes/pablo-herrera-allepuz,Male,193 cm,88 kg,Spain,ESP
Alexander BROUWER,https://olympics.com/en/athletes/alexander-brouwer,Male,198 cm,88 kg,Netherlands,NED
Grzegorz FIJALEK,https://olympics.com/en/athletes/grzegorz-fijalek,Male,186 cm,81 kg,Poland,POL
Michal BRYL,https://olympics.com/en/athletes/michal-bryl,Male,,,Poland,POL
Robert MEEUWSEN,https://olympics.com/en/athletes/robert-meeuwsen,Male,207 cm,92 kg,Netherlands,NED
Tri BOURNE,https://olympics.com/en/athletes/tri-bourne,Male,196 cm,88 kg,United States,USA
Jacob GIBB,https://olympics.com/en/athletes/jacob-gibb,Male,201 cm,95 kg,United States,USA
Phil DALHAUSSER,https://olympics.com/en/athletes/phil-dalhausser,Male,206 cm,93 kg,United States,USA
Piotr KANTOR,https://olympics.com/en/athletes/piotr-kantor,Male,200 cm,90 kg,Poland,POL
Nicholas LUCENA,https://olympics.com/en/athletes/nicholas-lucena,Male,185 cm,84 kg,United States,USA
Bartosz LOSIAK,https://olympics.com/en/athletes/bartosz-losiak,Male,190 cm,88 kg,Poland,POL
Adrian HEIDRICH,https://olympics.com/en/athletes/adrian-heidrich,Male,,,Switzerland,SUI
Mirco GERSON,https://olympics.com/en/athletes/mirco-gerson,Male,,,Switzerland,SUI
Damien SCHUMANN,https://olympics.com/en/athletes/damien-schumann,Male,,,Australia,AUS
Julian Amado AZAAD,https://olympics.com/en/athletes/julian-amado-azaad,Male,,,Argentina,ARG
Nicolas CAPOGROSSO,https://olympics.com/en/athletes/nicolas-capogrosso,Male,,,Argentina,ARG
Ondrej PERUSIC,https://olympics.com/en/athletes/ondrej-perusic,Male,,,Czechia,CZE
Christopher MCHUGH,https://olympics.com/en/athletes/christopher-mchugh,Male,,,Australia,AUS
David SCHWEINER,https://olympics.com/en/athletes/david-schweiner,Male,,,Czechia,CZE
Enrico ROSSI,https://olympics.com/en/athletes/enrico-rossi,Male,,,Italy,ITA
Katsuhiro SHIRATORI,https://olympics.com/en/athletes/katsuhiro-shiratori,Male,191 cm,90 kg,Japan,JPN
Adrian Ignacio CARAMBULA RAURICH,https://olympics.com/en/athletes/adrian-ignacio-carambula-raurich,Male,183 cm,84 kg,Italy,ITA
Yusuke ISHIJIMA,https://olympics.com/en/athletes/yusuke-ishijima,Male,197 cm,100 kg,Japan,JPN
Mohammed ABICHA,https://olympics.com/en/athletes/mohammed-abicha,Male,,,Morocco,MAR
Zouheir ELGRAOUI,https://olympics.com/en/athletes/zouheir-elgraoui,Male,,,Syrian Arab Republic,SYR
Rui WANG,https://olympics.com/en/athletes/rui-wang,Male,171 cm,72 kg,Chinese Taipei,TPE
Dexin BA,https://olympics.com/en/athletes/dexin-ba,,,,,
Kaitlyn LAWES,https://olympics.com/en/athletes/kaitlyn-lawes,Female,160 cm,53 kg,Canada,CAN
Hyeji JANG,https://olympics.com/en/athletes/hyeji-jang,Female,,,Republic of Korea,KOR
Becca HAMILTON,https://olympics.com/en/athletes/becca-hamilton,Female,165 cm,76 kg,United States,USA
Oona KAUSTE,https://olympics.com/en/athletes/oona-kauste,Female,172 cm,65 kg,Finland,FIN
Matt HAMILTON,https://olympics.com/en/athletes/matt-hamilton,Male,188 cm,98 kg,United States,USA
Tomi RANTAMAEKI,https://olympics.com/en/athletes/tomi-rantamaeki,Male,178 cm,74-80 kg,Finland,FIN
Anastasia BRYZGALOVA,https://olympics.com/en/athletes/bryzgalova,Female,166 cm,59 kg,ROC,ROC
Tessa VIRTUE,https://olympics.com/en/athletes/tessa-virtue,Female,165 cm,53 kg,Canada,CAN
Maia SHIBUTANI,https://olympics.com/en/athletes/maia-shibutani,Female,160 cm,52 kg,United States,USA
Aleksandr KRUSHELNITCKII,https://olympics.com/en/athletes/krushelnitckii,Male,167 cm,65 kg,Soviet Union,URS
Scott MOIR,https://olympics.com/en/athletes/scott-moir,Male,168 cm,75 kg,Canada,CAN
Alex SHIBUTANI,https://olympics.com/en/athletes/alex-shibutani,Male,183 cm,74 kg,United States,USA
Ekaterina BOBROVA,https://olympics.com/en/athletes/bobrova,Female,172 cm,64 kg,Russian Federation,RUS
Kaitlyn WEAVER,https://olympics.com/en/athletes/kaitlyn-weaver,Female,167 cm,53 kg,Canada,CAN
Luca LANOTTE,https://olympics.com/en/athletes/luca-lanotte,Male,178 cm,70 kg,Italy,ITA
Anna CAPPELLINI,https://olympics.com/en/athletes/anna-cappellini,Female,161 cm,52 kg,Italy,ITA
Andrew POJE,https://olympics.com/en/athletes/andrew-poje,Male,191 cm,85 kg,Canada,CAN
Nicholas BUCKLAND,https://olympics.com/en/athletes/nicholas-buckland,Male,182 cm,76 kg,Great Britain,GBR
Kirill KHALIAVIN,https://olympics.com/en/athletes/khaliavin,Male,177 cm,68 kg,Spain,ESP
Penny COOMES,https://olympics.com/en/athletes/penny-coomes,Female,152 cm,43 kg,Great Britain,GBR
Sara HURTADO,https://olympics.com/en/athletes/sara-hurtado,Female,160 cm,50 kg,Spain,ESP
Tiffani ZAGORSKI,https://olympics.com/en/athletes/zagorski,Female,,,ROC,ROC
Kana MURAMOTO,https://olympics.com/en/athletes/muramoto,Female,,,Japan,JPN
Kavita LORENZ,https://olympics.com/en/athletes/lorenz,Female,157 cm,45 kg,Germany,GER
Joti POLIZOAKIS,https://olympics.com/en/athletes/polizoakis,,,,,
Chris REED,https://olympics.com/en/athletes/chris-reed,Male,185 cm,73 kg,Japan,JPN
Romain LE GAC,https://olympics.com/en/athletes/romain-le-gac,,,,,
Marie-Jade LAURIAULT,https://olympics.com/en/athletes/lauriault,Female,151 cm,44 kg,France,FRA
Alisa AGAFONOVA,https://olympics.com/en/athletes/alisa-agafonova,Female,171 cm,58 kg,Türkiye,TUR
Yura MIN,https://olympics.com/en/athletes/min,Female,175 cm,65 kg,Republic of Korea,KOR
Alexander GAMELIN,https://olympics.com/en/athletes/gamelin,Male,,,Republic of Korea,KOR
Alper UCAR,https://olympics.com/en/athletes/alper-ucar,Male,183 cm,76 kg,Türkiye,TUR
Lucie MYSLIVECKOVA,https://olympics.com/en/athletes/mysliveckova,Female,164 cm,48 kg,Slovakia,SVK
Lukas CSOLLEY,https://olympics.com/en/athletes/lukas-csolley,Male,183 cm,65 kg,Slovakia,SVK
Meagan DUHAMEL,https://olympics.com/en/athletes/meagan-duhamel,Female,148 cm,48 kg,Canada,CAN
Aljona SAVCHENKO,https://olympics.com/en/athletes/aliona-savchenko,Female,153 cm,48 kg,Germany,GER
Morgan CIPRES,https://olympics.com/en/athletes/morgan-cipres,Male,182 cm,80 kg,France,FRA
Bruno MASSOT,https://olympics.com/en/athletes/massot,Male,184 cm,90 kg,Germany,GER
Ondrej HOTAREK,https://olympics.com/en/athletes/ondrej-hotarek,Male,181 cm,75 kg,Italy,ITA
Xiaoyu YU,https://olympics.com/en/athletes/xiaoyu-yu,Female,184 cm,90 kg,People's Republic of China,CHN
Alexander ENBERT,https://olympics.com/en/athletes/enbert,Male,189 cm,88 kg,ROC,ROC
Hao ZHANG,https://olympics.com/en/athletes/hao-zhang-1,Male,181 cm,72 kg,People's Republic of China,CHN
Julianne SEGUIN,https://olympics.com/en/athletes/seguin,Female,147 cm,46 kg,Canada,CAN
Charlie BILODEAU,https://olympics.com/en/athletes/bilodeau,Male,180 cm,78 kg,Canada,CAN
Alexei ROGONOV,https://olympics.com/en/athletes/rogonov,Male,178 cm,78 kg,ROC,ROC
Tae Ok RYOM,https://olympics.com/en/athletes/ryom,Female,,,Democratic People's Republic of Korea,PRK
Kristina ASTAKHOVA,https://olympics.com/en/athletes/astakhova,Female,166 cm,56 kg,Soviet Union,URS
Anna DUSKOVA,https://olympics.com/en/athletes/anna-duskova,Female,158 cm,46 kg,Czechia,CZE
Annika HOCKE,https://olympics.com/en/athletes/annika-hocke,Female,156 cm,45 kg,Germany,GER
Chris KNIERIM,https://olympics.com/en/athletes/knierim,Male,188 cm,85 kg,United States,USA
Ruben BLOMMAERT,https://olympics.com/en/athletes/blommaert,Male,180 cm,76 kg,Germany,GER
Martin BIDAR,https://olympics.com/en/athletes/martin-bidar,Male,180 cm,78 kg,Czechia,CZE
Peter PENZ,https://olympics.com/en/athletes/peter-penz,Male,187 cm,95 kg,Austria,AUT
Fabian MALLEIER,https://olympics.com/en/athletes/fabian-malleier,Male,176 cm,76 kg,Italy,ITA
Georg FISCHLER,https://olympics.com/en/athletes/georg-fischler,Male,173 cm,74 kg,Austria,AUT
Justin KREWSON,https://olympics.com/en/athletes/justin-krewson,Male,188 cm,79 kg,United States,USA
Ivan NAGLER,https://olympics.com/en/athletes/ivan-nagler,Male,185 cm,82 kg,Italy,ITA
Andrew SHERK,https://olympics.com/en/athletes/andrew-sherk,Male,173 cm,73 kg,United States,USA
Jayson TERDIMAN,https://olympics.com/en/athletes/jayson-terdiman,Male,170 cm,71 kg,United States,USA
Oskars GUDRAMOVICS,https://olympics.com/en/athletes/oskars-gudramovics,Male,174 cm,80 kg,Latvia,LAT
Antonin BROZ,https://olympics.com/en/athletes/antonin-broz,Male,174 cm,78 kg,Czechia,CZE
Lukas BROZ,https://olympics.com/en/athletes/lukas-broz,Male,186 cm,92-97 kg,Czechia,CZE
Matthew MORTENSEN,https://olympics.com/en/athletes/matthew-mortensen,Male,183 cm,85 kg,United States,USA
Peteris KALNINS,https://olympics.com/en/athletes/peteris-kalnins,Male,174 cm,72-80 kg,Latvia,LAT
Marek SOLCANSKY,https://olympics.com/en/athletes/marek-solcansky,Male,182 cm,78 kg,Slovakia,SVK
Ludwig RIEDER,https://olympics.com/en/athletes/ludwig-rieder,Male,183 cm,75 kg,Italy,ITA
Andrei MEDVEDEV,https://olympics.com/en/athletes/andrei-medvedev,Male,173 cm,64 kg,Kazakhstan,KAZ
Patrick RASTNER,https://olympics.com/en/athletes/patrick-rastner,Male,172 cm,76 kg,Italy,ITA
Karol STUCHLAK,https://olympics.com/en/athletes/karol-stuchlak,Male,180 cm,65-70 kg,Slovakia,SVK
Jaromir KUDERA,https://olympics.com/en/athletes/jaromir-kudera,Male,169 cm,69 kg,Czechia,CZE
Matej KVICALA,https://olympics.com/en/athletes/matej-kvicala,Male,183 cm,77-81 kg,Czechia,CZE
Cosmin ATODIRESEI,https://olympics.com/en/athletes/cosmin-atodiresei,Male,186 cm,90 kg,Romania,ROU
Oleksandr OBOLONCHYK,https://olympics.com/en/athletes/oleksandr-obolonchyk,Male,192 cm,83-87 kg,Ukraine,UKR
Stefan MUSEI,https://olympics.com/en/athletes/stefan-musei,Male,179 cm,77 kg,Romania,ROU
Roman ZAKHARKIV,https://olympics.com/en/athletes/roman-zakharkiv,Male,176 cm,87 kg,Ukraine,UKR
Lauren GIBBS,https://olympics.com/en/athletes/lauren-gibbs,Female,178 cm,77 kg,United States,USA
Annika DRAZEK,https://olympics.com/en/athletes/annika-drazek,Female,176 cm,77 kg,Germany,GER
Stephanie SCHNEIDER,https://olympics.com/en/athletes/stephanie-schneider,Female,172 cm,75 kg,Germany,GER
Jamie GREUBEL POSER,https://olympics.com/en/athletes/jamie-greubel-poser,Female,175 cm,73-76 kg,United States,USA
Alysia RISSLING,https://olympics.com/en/athletes/alysia-rissling,Female,179 cm,76 kg,Canada,CAN
Aja EVANS,https://olympics.com/en/athletes/aja-evans,Female,,,Czechoslovakia,TCH
Heather MOYSE,https://olympics.com/en/athletes/heather-moyse,Female,178 cm,72-75 kg,Canada,CAN
Sabina HAFNER,https://olympics.com/en/athletes/sabina-hafner,Female,168 cm,63-70 kg,Switzerland,SUI
Mica MOORE,https://olympics.com/en/athletes/mica-moore,Female,163 cm,67 kg,Great Britain,GBR
Rahel REBSAMEN,https://olympics.com/en/athletes/rahel-rebsamen,Female,175 cm,73 kg,Switzerland,SUI
Christina HENGSTER,https://olympics.com/en/athletes/christina-hengster,Female,177 cm,72-76 kg,Austria,AUT
Valerie KLEISER,https://olympics.com/en/athletes/valerie-kleiser,Female,182 cm,76 kg,Austria,AUT
Elfje WILLEMSEN,https://olympics.com/en/athletes/elfje-willemsen,Female,174 cm,78 kg,Belgium,BEL
Sophie VERCRUYSSEN,https://olympics.com/en/athletes/sophie-vercruyssen,Female,166 cm,66 kg,Belgium,BEL
Erline NOLTE,https://olympics.com/en/athletes/erline-nolte,Female,176 cm,76 kg,Germany,GER
Anna KOEHLER,https://olympics.com/en/athletes/anna-koehler,Female,,,United States,USA
Minseong KIM,https://olympics.com/en/athletes/minseong-kim,Male,177 cm,72 kg,Republic of Korea,KOR
Victoria HAHN,https://olympics.com/en/athletes/victoria-hahn,Female,171 cm,71 kg,Austria,AUT
Maria Adela CONSTANTIN,https://olympics.com/en/athletes/maria-adela-constantin,Male,,,Philippines,PHI
Carrie RUSSELL,https://olympics.com/en/athletes/carrie-russell,Female,168 cm,77 kg,Jamaica,JAM
Anastasia KOCHERZHOVA,https://olympics.com/en/athletes/anastasia-kocherzhova,Female,184 cm,74 kg,ROC,ROC
Oskars MELBARDIS,https://olympics.com/en/athletes/oskars-melbardis,Male,189 cm,95-98 kg,Latvia,LAT
Alexander KOPACZ,https://olympics.com/en/athletes/alexander-kopacz,Male,195 cm,112 kg,Canada,CAN
Janis STRENGA,https://olympics.com/en/athletes/janis-strenga,Male,183 cm,92 kg,Latvia,LAT
Christian POSER,https://olympics.com/en/athletes/christian-poser,Male,186 cm,90-102 kg,Germany,GER
Nico WALTHER,https://olympics.com/en/athletes/nico-walther,Male,188 cm,98 kg,Germany,GER
Christopher WEBER,https://olympics.com/en/athletes/christopher-weber,Male,186 cm,93 kg,Germany,GER
Youngwoo SEO,https://olympics.com/en/athletes/youngwoo-seo,Female,171 cm,67 kg,Republic of Korea,KOR
Nick POLONIATO,https://olympics.com/en/athletes/nick-poloniato,Male,180 cm,99 kg,Canada,CAN
Jesse LUMSDEN,https://olympics.com/en/athletes/jesse-lumsden,Male,186 cm,105 kg,Canada,CAN
Lascelles BROWN,https://olympics.com/en/athletes/lascelles-brown,Male,182 cm,100 kg,Canada,CAN
Rico PETER,https://olympics.com/en/athletes/rico-peter,Male,185 cm,100 kg,Switzerland,SUI
Joel FEARON,https://olympics.com/en/athletes/joel-fearon,Male,,,Guatemala,GUA
Christopher SPRING,https://olympics.com/en/athletes/christopher-spring,Male,181 cm,101 kg,Australia,AUS
Evan WEINSTOCK,https://olympics.com/en/athletes/evan-weinstock,Male,193 cm,98 kg,United States,USA
Justin OLSEN,https://olympics.com/en/athletes/justin-olsen,Male,188 cm,104-107 kg,United States,USA
Kilian WALCH,https://olympics.com/en/athletes/kilian-walch,Male,191 cm,107 kg,Austria,AUT
Clemens BRACHER,https://olympics.com/en/athletes/clemens-bracher,Male,186 cm,104 kg,Switzerland,SUI
Michael KUONEN,https://olympics.com/en/athletes/michael-kuonen,Male,189 cm,93 kg,Switzerland,SUI
Mihai Cristian TENTEA,https://olympics.com/en/athletes/mihai-cristian-tentea-1,Male,170 cm,96 kg,Romania,ROU
Vasiliy KONDRATENKO,https://olympics.com/en/athletes/vasiliy-kondratenko,,,,,
Nick CUNNINGHAM,https://olympics.com/en/athletes/nick-cunningham,Male,180 cm,95 kg,United States,USA
Hakeem ABDUL-SABOOR,https://olympics.com/en/athletes/hakeem-abdul-saboor,Male,183 cm,104 kg,United States,USA
Lucas MATA,https://olympics.com/en/athletes/lucas-mata,Male,178 cm,90-95 kg,Australia,AUS
Jakub HAVLIN,https://olympics.com/en/athletes/jakub-havlin,Male,197 cm,112 kg,Czechia,CZE
David MARI,https://olympics.com/en/athletes/david-mari,Male,185 cm,88 kg,Australia,AUS
Jan VRBA,https://olympics.com/en/athletes/jan-vrba,Male,186 cm,90 kg,Czechia,CZE
Krzysztof TYLKOWSKI,https://olympics.com/en/athletes/krzysztof-tylkowski,Male,191 cm,103 kg,Poland,POL
Mateusz LUTY,https://olympics.com/en/athletes/mateusz-luty,Male,189 cm,95 kg,Poland,POL
Codie BASCUE,https://olympics.com/en/athletes/codie-bascue,,,,,
Jian JIN,https://olympics.com/en/athletes/jian-jin,Male,182 cm,85 kg,People's Republic of China,CHN
Sidong WANG,https://olympics.com/en/athletes/sidong-wang,Male,188 cm,90 kg,People's Republic of China,CHN
Drazen SILIC,https://olympics.com/en/athletes/drazen-silic,Male,185 cm,97 kg,Croatia,CRO
Benedikt NIKPALJ,https://olympics.com/en/athletes/benedikt-nikpalj,Male,181 cm,102 kg,Croatia,CRO
Barbara SEIXAS DE FREITAS,https://olympics.com/en/athletes/barbara-seixas-de-freitas,Female,178 cm,67 kg,Brazil,BRA
Kira WALKENHORST,https://olympics.com/en/athletes/kira-walkenhorst,Female,184 cm,75 kg,Germany,GER
Larissa FRANCA MAESTRINI,https://olympics.com/en/athletes/larissa-franca-maestrini,Female,174 cm,68 kg,Brazil,BRA
Kerri WALSH JENNINGS,https://olympics.com/en/athletes/kerri-walsh,Female,191 cm,73 kg,United States,USA
Nadine ZUMKEHR,https://olympics.com/en/athletes/nadine-zumkehr,Female,172 cm,64 kg,Switzerland,SUI
Louise BAWDEN,https://olympics.com/en/athletes/louise-bawden,Female,183 cm,72 kg,Australia,AUS
Evgenia UKOLOVA,https://olympics.com/en/athletes/evgenia-ukolova,Female,171 cm,56 kg,Czechia,CZE
Britta BUTHE,https://olympics.com/en/athletes/britta-buthe,Female,185 cm,78 kg,Germany,GER
Jamie BRODER,https://olympics.com/en/athletes/jamie-broder,Female,172 cm,65 kg,Canada,CAN
Marleen VAN IERSEL,https://olympics.com/en/athletes/marleen-van-iersel,Female,178 cm,68 kg,Netherlands,NED
Kristina VALJAS,https://olympics.com/en/athletes/kristina-valjas,Female,186 cm,73 kg,Canada,CAN
Isabelle FORRER,https://olympics.com/en/athletes/isabelle-forrer,Female,178 cm,64 kg,Switzerland,SUI
Kinga KOLOSINSKA,https://olympics.com/en/athletes/kinga-kolosinska,Female,179 cm,67 kg,Poland,POL
Monika BRZOSTEK,https://olympics.com/en/athletes/monika-brzostek,Female,173 cm,62 kg,Poland,POL
Laura GIOMBINI,https://olympics.com/en/athletes/giombini-laura,Female,185 cm,75 kg,Italy,ITA
Yuan YUE,https://olympics.com/en/athletes/yuan-yue,Female,184 cm,70 kg,People's Republic of China,CHN
Norisbeth AGUDO,https://olympics.com/en/athletes/norisbeth-agudo,,,,,
Olaya PEREZ PAZO,https://olympics.com/en/athletes/olaya-perez-pazo,Female,180 cm,66 kg,Venezuela,VEN
Lauren FENDRICK,https://olympics.com/en/athletes/lauren-fendrick,Female,185 cm,75 kg,United States,USA
Brooke SWEAT,https://olympics.com/en/athletes/brooke-sweat,Female,173 cm,70 kg,United States,USA
Georgina KLUG,https://olympics.com/en/athletes/georgina-klug,Female,172 cm,63 kg,Argentina,ARG
Doaa ELGHOBASHY,https://olympics.com/en/athletes/doaa-elghobashy,Female,168 cm,64 kg,Egypt,EGY
Hao SHI,https://olympics.com/en/athletes/hao-shi,,,,,
Nada MEAWAD,https://olympics.com/en/athletes/nada-meawad,Female,180 cm,71 kg,Egypt,EGY
Sophie VAN GESTEL,https://olympics.com/en/athletes/sophie-van-gestel,Female,180 cm,65 kg,Netherlands,NED
Nicole LAIRD,https://olympics.com/en/athletes/nicole-laird,Female,191 cm,75 kg,Australia,AUS
Karen COPE CHARLES,https://olympics.com/en/athletes/karen-cope-charles,Female,173 cm,60 kg,Costa Rica,CRC
Natalia ALFARO,https://olympics.com/en/athletes/natalia-alfaro,Female,165 cm,59 kg,Costa Rica,CRC
Jantine VAN DER VLIST,https://olympics.com/en/athletes/jantine-van-der-vlist,Female,183 cm,73 kg,Netherlands,NED
Dmitri BARSUK,https://olympics.com/en/athletes/dmitri-barsuk,Male,193 cm,86 kg,Russian Federation,RUS
Nikita LIAMIN,https://olympics.com/en/athletes/nikita-liamin,Male,,,Russian Federation,RUS
Reinder NUMMERDOR,https://olympics.com/en/athletes/reinder-nummerdor,Male,194 cm,88 kg,Netherlands,NED
Sergio Reynaldo GONZALEZ BAYARD,https://olympics.com/en/athletes/sergio-reynaldo-gonzalez-bayard,Male,192 cm,89 kg,Cuba,CUB
Christiaan VARENHORST,https://olympics.com/en/athletes/christiaan-varenhorst,Male,212 cm,106 kg,Netherlands,NED
Nivaldo Nadhir DIAZ GOMEZ,https://olympics.com/en/athletes/nivaldo-nadhir-diaz-gomez,Male,200 cm,81 kg,Cuba,CUB
Alex RANGHIERI,https://olympics.com/en/athletes/alex-ranghieri,Male,198 cm,88 kg,Italy,ITA
Pedro SOLBERG,https://olympics.com/en/athletes/pedro-solberg,Male,194 cm,95 kg,Brazil,BRA
Cherif Younousse SAMBA,https://olympics.com/en/athletes/cherif-younousse-samba,Male,194 cm,77 kg,Qatar,QAT
Jefferson Santos PEREIRA,https://olympics.com/en/athletes/jefferson-santos-pereira,Male,182 cm,87 kg,Qatar,QAT
Clemens DOPPLER,https://olympics.com/en/athletes/clemens-doppler,Male,200 cm,87 kg,Austria,AUT
Alexander HORST,https://olympics.com/en/athletes/alexander-horst,Male,186 cm,85 kg,Austria,AUT
Alexander HUBER,https://olympics.com/en/athletes/alexander-huber,Male,,,France,FRA
Robin SEIDL,https://olympics.com/en/athletes/robin-seidl,Male,190 cm,78 kg,Austria,AUT
