athlete_full_name,athlete_url,sex,height,weight,NOC,NOC_code
Hamadou DJIBO ISSAKA,https://olympics.com/en/athletes/hamadou-djibo-issaka,Male,169 cm,81 kg,Niger,NIG
Yulia LEVINA,https://olympics.com/en/athletes/yulia-levina,Female,,,Armenia,ARM
Frida SVENSSON,https://olympics.com/en/athletes/frida-svensson,Female,181 cm,75 kg,Sweden,SWE
Marie-Louise DRAGER,https://olympics.com/en/athletes/marie-louise-drager,Female,170 cm,59 kg,Germany,GER
Nataliya LYAL'CHUK,https://olympics.com/en/athletes/nataliya-lyal-chuk,Female,182 cm,73 kg,Bulgaria,BUL
Yariulvis COBAS,https://olympics.com/en/athletes/yariulvis-cobas,Female,,,Cuba,CUB
Camila VARGAS PALOMO,https://olympics.com/en/athletes/camila-vargas-palomo,Female,177 cm,82 kg,El Salvador,ESA
Soulmaz ABBASIAZAD,https://olympics.com/en/athletes/soulmaz-abbasiazad,,,,,
Haruna SAKAKIBARA,https://olympics.com/en/athletes/haruna-sakakibara,Female,182 cm,73 kg,Japan,JPN
Debora OAKLEY GONZALEZ,https://olympics.com/en/athletes/debora-oakley-gonzalez,Female,186 cm,72 kg,Mexico,MEX
Racha SOULA,https://olympics.com/en/athletes/racha-soula,Female,174 cm,72 kg,Tunisia,TUN
Kissya DA COSTA,https://olympics.com/en/athletes/kissya-da-costa,Female,180 cm,67 kg,Brazil,BRA
Bartosz PIASECKI,https://olympics.com/en/athletes/bartosz-piasecki,Male,196 cm,80 kg,Norway,NOR
Seth KELSEY,https://olympics.com/en/athletes/seth-kelsey,Male,193 cm,98 kg,United States,USA
Elmir ALIMZHANOV,https://olympics.com/en/athletes/elmir-alimzhanov,Male,185 cm,72 kg,Kazakhstan,KAZ
Joerg FIEDLER,https://olympics.com/en/athletes/joerg-fiedler,Male,185 cm,94 kg,Germany,GER
Ruslan KUDAYEV,https://olympics.com/en/athletes/ruslan-kudayev,Male,180 cm,75 kg,Uzbekistan,UZB
Guojie LI,https://olympics.com/en/athletes/guojie-li,,,,,
Radoslaw ZAWROTNIAK,https://olympics.com/en/athletes/radoslaw-zawrotniak,Male,181 cm,75 kg,Poland,POL
Paris A. INOSTROZA,https://olympics.com/en/athletes/paris-a-inostroza,,,,,
Abdelkarim EL HAOUARI,https://olympics.com/en/athletes/abdelkarim-el-haouari,Male,,,Morocco,MAR
Soren THOMPSON,https://olympics.com/en/athletes/soren-thompson,Male,190 cm,89 kg,United States,USA
Ka Ming LEUNG,https://olympics.com/en/athletes/ka-ming-leung,Male,184 cm,78 kg,"Hong Kong, China",HKG
Tien Nhat NGUYEN,https://olympics.com/en/athletes/tien-nhat-nguyen,Male,170 cm,60 kg,Vietnam,VIE
Valerio ASPROMONTE,https://olympics.com/en/athletes/valerio-aspromonte,Male,187 cm,84 kg,Italy,ITA
Byungchul CHOI,https://olympics.com/en/athletes/byungchul-choi,Male,184 cm,75 kg,Republic of Korea,KOR
Andrea BALDINI,https://olympics.com/en/athletes/andrea-baldini,Male,175 cm,70 kg,Italy,ITA
Race IMBODEN,https://olympics.com/en/athletes/race-imboden,Male,185 cm,75 kg,United States,USA
Renal GANEEV,https://olympics.com/en/athletes/renal-ganeev,,,,,
Ryo MIYAKE,https://olympics.com/en/athletes/ryo-miyake,Male,178 cm,70 kg,Japan,JPN
Sebastian BACHMANN,https://olympics.com/en/athletes/sebastian-bachmann,Male,182 cm,71 kg,Germany,GER
Etienne LALONDE TURBIDE,https://olympics.com/en/athletes/etienne-lalonde-turbide,Male,195 cm,59 kg,Canada,CAN
Kenta CHIDA,https://olympics.com/en/athletes/kenta-chida,Male,170 cm,65 kg,Japan,JPN
Roland SCHLOSSER,https://olympics.com/en/athletes/roland-schlosser,Male,189 cm,85 kg,Austria,AUT
Radu DARABAN,https://olympics.com/en/athletes/radu-daraban,Male,175 cm,65 kg,Romania,ROU
Husayn ROSOWSKY,https://olympics.com/en/athletes/husayn-rosowsky,,,,,
Jun ZHU,https://olympics.com/en/athletes/jun-zhu,,,,,
Lahoussine Xavier ALI,https://olympics.com/en/athletes/lahoussine-xavier-ali,Male,176 cm,68 kg,Morocco,MAR
Bojan JOVANOVIC,https://olympics.com/en/athletes/bojan-jovanovic,Male,,,Croatia,CRO
Anas MOSTAFA,https://olympics.com/en/athletes/anas-mostafa,Male,182 cm,74 kg,Egypt,EGY
Zain SHAITO,https://olympics.com/en/athletes/zain-shaito,Male,185 cm,72 kg,Lebanon,LBN
Nicholas Edward CHOI,https://olympics.com/en/athletes/nicholas-edward-choi,Male,175 cm,65 kg,"Hong Kong, China",HKG
Maria Valentina VEZZALI,https://olympics.com/en/athletes/maria-valentina-vezzali,Female,164 cm,54 kg,Italy,ITA
Chieko SUGAWARA,https://olympics.com/en/athletes/chieko-sugawara,Female,162 cm,57 kg,Japan,JPN
Kanae IKEHATA,https://olympics.com/en/athletes/kanae-ikehata,Female,162 cm,57 kg,Japan,JPN
Kamilla GAFURZIANOVA,https://olympics.com/en/athletes/kamilla-gafurzianova,Female,162 cm,59 kg,Poland,POL
Corinne MAITREJEAN,https://olympics.com/en/athletes/corinne-maitrejean,Female,169 cm,55 kg,France,FRA
Jinyan CHEN,https://olympics.com/en/athletes/jinyan-chen,Female,166 cm,65 kg,People's Republic of China,CHN
Sylwia GRUCHALA,https://olympics.com/en/athletes/sylwia-gruchala-1,Female,172 cm,59 kg,Poland,POL
Malgorzata WOJTKOWIAK,https://olympics.com/en/athletes/malgorzata-wojtkowiak,Female,169 cm,65 kg,Poland,POL
Martyna SYNORADZKA,https://olympics.com/en/athletes/martyna-synoradzka,Female,182 cm,65 kg,Poland,POL
Natalia SHEPPARD,https://olympics.com/en/athletes/natalia-sheppard,Female,165 cm,52 kg,Great Britain,GBR
Monica PETERSON,https://olympics.com/en/athletes/monica-peterson,Female,163 cm,56 kg,Canada,CAN
Eman EL GAMMAL,https://olympics.com/en/athletes/eman-el-gammal,Female,168 cm,51 kg,Egypt,EGY
Shaimaa EL GAMMAL,https://olympics.com/en/athletes/shaimaa-el-gammal,Female,165 cm,58 kg,Egypt,EGY
Johana Beatriz FUENMAYOR CHOLES,https://olympics.com/en/athletes/johana-beatriz-fuenmayor-choles,Female,154 cm,48 kg,Venezuela,VEN
Sophie TROIANO,https://olympics.com/en/athletes/sophie-troiano,Female,174 cm,64 kg,Great Britain,GBR
Rares DUMITRESCU,https://olympics.com/en/athletes/rares-dumitrescu,Male,192 cm,84 kg,Romania,ROU
Anna BENTLEY,https://olympics.com/en/athletes/anna-bentley,Female,180 cm,70 kg,Great Britain,GBR
Woo Young WON,https://olympics.com/en/athletes/woo-young-won,,,,,
Timothy MOREHOUSE,https://olympics.com/en/athletes/timothy-morehouse-1,Male,188 cm,91 kg,United States,USA
Nicolas LIMBACH,https://olympics.com/en/athletes/nicolas-limbach,Male,195 cm,85 kg,Germany,GER
Dmitri LAPKES,https://olympics.com/en/athletes/dmitri-lapkes,Male,181 cm,79 kg,Belarus,BLR
Man ZHONG,https://olympics.com/en/athletes/man-zhong,Male,190 cm,75 kg,People's Republic of China,CHN
Xiao LIU,https://olympics.com/en/athletes/xiao-liu,Male,185 cm,73 kg,People's Republic of China,CHN
Luigi TARANTINO,https://olympics.com/en/athletes/luigi-tarantino,Male,188 cm,95 kg,Italy,ITA
Philippe BEAUDRY,https://olympics.com/en/athletes/philippe-beaudry,Male,183 cm,73 kg,Canada,CAN
James WILLIAMS,https://olympics.com/en/athletes/james-williams,Male,180 cm,80 kg,Great Britain,GBR
Dmytro BOYKO,https://olympics.com/en/athletes/dmytro-boyko,Female,180 cm,63 kg,Russian Federation,RUS
Jingzhi WANG,https://olympics.com/en/athletes/jingzhi-wang,Male,196 cm,90 kg,People's Republic of China,CHN
Valery PRYIEMKA,https://olympics.com/en/athletes/valery-pryiemka,Male,177 cm,78 kg,Belarus,BLR
Hernan JANSEN BRITO,https://olympics.com/en/athletes/hernan-jansen-brito,Male,179 cm,81 kg,Venezuela,VEN
Florin ZALOMIR,https://olympics.com/en/athletes/florin-zalomir,Male,184 cm,78 kg,Romania,ROU
Adam SKRODZKI,https://olympics.com/en/athletes/adam-skrodzki,Male,183 cm,77 kg,Poland,POL
Mannad ZEID,https://olympics.com/en/athletes/mannad-zeid,Male,186 cm,70 kg,Egypt,EGY
Hichem SAMANDI,https://olympics.com/en/athletes/hichem-samandi,Male,184 cm,79 kg,Tunisia,TUN
James HONEYBONE,https://olympics.com/en/athletes/james-honeybone,Male,192 cm,81 kg,Great Britain,GBR
Hin Chung LAM,https://olympics.com/en/athletes/hin-chung-lam,,,,,
Peng Kean YU,https://olympics.com/en/athletes/peng-kean-yu,Male,176 cm,65 kg,Malaysia,MAS
Anca MAROIU,https://olympics.com/en/athletes/anca-maroiu,Female,174 cm,68 kg,Romania,ROU
Britta HEIDEMANN,https://olympics.com/en/athletes/britta-heidemann,Female,180 cm,70 kg,Germany,GER
Monika SOZANSKA,https://olympics.com/en/athletes/monika-sozanska,Female,163 cm,50 kg,Germany,GER
Laura FLESSEL-COLOVIC,https://olympics.com/en/athletes/laura-flessel-colovic,Female,171 cm,55 kg,France,FRA
Maya LAWRENCE,https://olympics.com/en/athletes/maya-lawrence,Female,170 cm,64 kg,United States,USA
Xiaojuan LUO,https://olympics.com/en/athletes/xiaojuan-luo,Female,170 cm,63 kg,People's Republic of China,CHN
Magdalena PIEKARSKA,https://olympics.com/en/athletes/magdalena-piekarska,Female,192 cm,80 kg,Poland,POL
Anna SIVKOVA,https://olympics.com/en/athletes/anna-sivkova,Female,176 cm,64 kg,Russian Federation,RUS
Bianca DEL CARRETTO,https://olympics.com/en/athletes/bianca-del-carretto,Female,173 cm,54 kg,Italy,ITA
Sherraine SCHALM,https://olympics.com/en/athletes/sherraine-schalm,,,,,
Jo-Ting HSU,https://olympics.com/en/athletes/jo-ting-hsu,Female,168 cm,60 kg,Chinese Taipei,TPE
Corinna LAWRENCE,https://olympics.com/en/athletes/corinna-lawrence,Female,168 cm,63 kg,Great Britain,GBR
Imke DUPLITZER,https://olympics.com/en/athletes/imke-duplitzer,Female,186 cm,79 kg,Germany,GER
Mona HASSANEIN,https://olympics.com/en/athletes/mona-hassanein,Male,,,Egypt,EGY
Susie SCANLAN,https://olympics.com/en/athletes/susie-scanlan,Female,170 cm,58 kg,United States,USA
Caterin BRAVO ARANGUIZ,https://olympics.com/en/athletes/caterin-bravo-aranguiz,Female,173 cm,63 kg,Chile,CHI
Chui Ling YEUNG,https://olympics.com/en/athletes/chui-ling-yeung,Female,165 cm,56 kg,"Hong Kong, China",HKG
Maria Gabriela MARTINEZ GASCON,https://olympics.com/en/athletes/maria-gabriela-martinez-gascon,Female,170 cm,59 kg,Venezuela,VEN
Min ZHU,https://olympics.com/en/athletes/min-zhu,Male,170 cm,62 kg,Soviet Union,URS
Yuliya GAVRILOVA,https://olympics.com/en/athletes/yuliya-gavrilova,Female,166 cm,61 kg,Australia,AUS
Gioia MARZOCCA,https://olympics.com/en/athletes/gioia-marzocca,,,,,
Xiaodong CHEN,https://olympics.com/en/athletes/xiaodong-chen,Female,179 cm,69 kg,People's Republic of China,CHN
Seira NAKAYAMA,https://olympics.com/en/athletes/seira-nakayama,Female,171 cm,63 kg,Japan,JPN
Leonore PERRUS,https://olympics.com/en/athletes/leonore-perrus,,,,,
Rajin LEE,https://olympics.com/en/athletes/rajin-lee,Male,,,Republic of Korea,KOR
Alexandra BUJDOSO,https://olympics.com/en/athletes/alexandra-bujdoso,Female,166 cm,53 kg,Germany,GER
Sandra SASSINE,https://olympics.com/en/athletes/sandra-sassine,Female,170 cm,62 kg,Canada,CAN
Salma MAHRAN,https://olympics.com/en/athletes/salma-mahran,Female,170 cm,60 kg,Egypt,EGY
Yuliya ZHIVITSA,https://olympics.com/en/athletes/yuliya-zhivitsa,Female,170 cm,51 kg,Kazakhstan,KAZ
Sin Ying AU,https://olympics.com/en/athletes/sin-ying-au,,,,,
Bianca PASCU,https://olympics.com/en/athletes/bianca-pascu,Female,173 cm,64 kg,Romania,ROU
Sophie WILLIAMS,https://olympics.com/en/athletes/sophie-williams,Female,162 cm,60 kg,Great Britain,GBR
Margarita TSCHOMAKOVA,https://olympics.com/en/athletes/margarita-tschomakova,Female,168 cm,55 kg,Bulgaria,BUL
Louise BOND-WILLIAMS,https://olympics.com/en/athletes/louise-bond-williams,Female,169 cm,59 kg,Great Britain,GBR
Diah PERMATASARI,https://olympics.com/en/athletes/diah-permatasari,,,,,
Lea Melissa MOUTOUSSAMY,https://olympics.com/en/athletes/lea-melissa-moutoussamy,Female,161 cm,53 kg,Algeria,ALG
Hao WANG,https://olympics.com/en/athletes/hao-wang-5,Male,167 cm,65 kg,People's Republic of China,CHN
Tianyi JIANG,https://olympics.com/en/athletes/tianyi-jiang,Male,181 cm,68 kg,"Hong Kong, China",HKG
Michael MAZE,https://olympics.com/en/athletes/michael-maze,Male,185 cm,76 kg,Denmark,DEN
Seiya KISHIKAWA,https://olympics.com/en/athletes/seiya-kishikawa,Male,168 cm,68 kg,Japan,JPN
Hyok Bong KIM,https://olympics.com/en/athletes/hyok-bong-kim,Male,171 cm,65 kg,Democratic People's Republic of Korea,PRK
Weixing CHEN,https://olympics.com/en/athletes/weixing-chen,Male,173 cm,73 kg,Austria,AUT
Bora VANG,https://olympics.com/en/athletes/bora-vang,Male,177 cm,82 kg,Türkiye,TUR
Alexei SMIRNOV,https://olympics.com/en/athletes/alexei-smirnov,Male,,,Belgium,BEL
William HENZELL,https://olympics.com/en/athletes/william-henzell,Male,178 cm,68 kg,Australia,AUS
Adrien MATTENET,https://olympics.com/en/athletes/adrien-mattenet,Male,188 cm,75 kg,France,FRA
Kalinikos KREANGKA,https://olympics.com/en/athletes/kalinikos-kreangka,,,,,
El-Sayed LASHIN,https://olympics.com/en/athletes/el-sayed-lashin-1,Male,175 cm,80 kg,Egypt,EGY
Daniel ZWICKL,https://olympics.com/en/athletes/daniel-zwickl,Male,178 cm,71 kg,Hungary,HUN
Werner SCHLAGER,https://olympics.com/en/athletes/werner-schlager,Male,173 cm,70 kg,Austria,AUT
Joao MONTEIRO,https://olympics.com/en/athletes/joao-monteiro,Male,180 cm,70 kg,Portugal,POR
Matiss BURGIS,https://olympics.com/en/athletes/matiss-burgis,Male,189 cm,75 kg,Latvia,LAT
Zi YANG,https://olympics.com/en/athletes/zi-yang,,,,,
Oleksandr DIDUKH,https://olympics.com/en/athletes/oleksandr-didukh,Male,190 cm,82 kg,Ukraine,UKR
Jean-Michel SAIVE,https://olympics.com/en/athletes/jean-michel-saive-1,Male,180 cm,76 kg,Belgium,BEL
Zoran PRIMORAC,https://olympics.com/en/athletes/zoran-primorac,Male,185 cm,84 kg,Croatia,CRO
Jorgen PERSSON,https://olympics.com/en/athletes/jorgen-persson,Male,186 cm,77 kg,Sweden,SWE
Ju LIN,https://olympics.com/en/athletes/ju-lin,Male,,,Argentina,ARG
Song LIU,https://olympics.com/en/athletes/song-liu,Male,170 cm,60 kg,Argentina,ARG
Mihai BOBOCICA,https://olympics.com/en/athletes/mihai-bobocica,Male,181 cm,70 kg,Italy,ITA
Pierre-Luc HINSE,https://olympics.com/en/athletes/pierre-luc-hinse,Male,175 cm,73 kg,Canada,CAN
Carlos MACHADO,https://olympics.com/en/athletes/carlos-machado,Male,174 cm,70 kg,Spain,ESP
Justin HAN,https://olympics.com/en/athletes/justin-han,Male,184 cm,75 kg,Australia,AUS
Marko JEVTOVIC,https://olympics.com/en/athletes/marko-jevtovic,Male,174 cm,74 kg,Serbia,SRB
Song Nam KIM,https://olympics.com/en/athletes/song-nam-kim,,,,,
Allan BENTSEN,https://olympics.com/en/athletes/allan-bentsen,Male,182 cm,85 kg,Denmark,DEN
Hugo HOYAMA,https://olympics.com/en/athletes/hugo-hoyama,Male,170 cm,66 kg,Brazil,BRA
Yaroslav ZHMUDENKO,https://olympics.com/en/athletes/yaroslav-zhmudenko,Male,175 cm,70 kg,Ukraine,UKR
Saheed IDOWU,https://olympics.com/en/athletes/saheed-idowu,Male,174 cm,71 kg,Congo,CGO
Mawussi AGBETOGLO,https://olympics.com/en/athletes/mawussi-agbetoglo,,,,,
Andre HO,https://olympics.com/en/athletes/andre-ho,Male,,,South Africa,RSA
Timothy WANG,https://olympics.com/en/athletes/timothy-wang,Male,176 cm,65 kg,United States,USA
Kyung Ah KIM,https://olympics.com/en/athletes/kyung-ah-kim,Male,,,Malaya,MAL
Huajun JIANG,https://olympics.com/en/athletes/huajun-jiang,Female,168 cm,68 kg,"Hong Kong, China",HKG
Miyoung PARK,https://olympics.com/en/athletes/miyoung-park,Female,168 cm,61 kg,Republic of Korea,KOR
Jiaduo WU,https://olympics.com/en/athletes/jiaduo-wu,,,,,
Yue Gu WANG,https://olympics.com/en/athletes/yue-gu-wang,,,,,
Jong KIM,https://olympics.com/en/athletes/jong-kim-1,Male,176 cm,73 kg,Republic of Korea,KOR
Anna TIKHOMIROVA,https://olympics.com/en/athletes/anna-tikhomirova,Female,162 cm,60 kg,Russian Federation,RUS
Kristin SILBEREISEN,https://olympics.com/en/athletes/kristin-silbereisen,Female,168 cm,59 kg,Germany,GER
Yifang XIAN,https://olympics.com/en/athletes/yifang-xian,Female,148 cm,39 kg,People's Republic of China,CHN
Qiangbing LI,https://olympics.com/en/athletes/qiangbing-li,,,,,
I-Hwa HUANG,https://olympics.com/en/athletes/i-hwa-huang,Female,160 cm,75 kg,Chinese Taipei,TPE
Yana TIE,https://olympics.com/en/athletes/yana-tie,Female,160 cm,59 kg,"Hong Kong, China",HKG
Ariel HSING,https://olympics.com/en/athletes/ariel-hsing,Female,165 cm,53 kg,United States,USA
Cornelia VAIDA,https://olympics.com/en/athletes/cornelia-vaida,Female,167 cm,50 kg,Lithuania,LTU
Mie SKOV,https://olympics.com/en/athletes/mie-skov,Female,176 cm,60 kg,Denmark,DEN
Wenling TAN MONFARDINI,https://olympics.com/en/athletes/wenling-tan-monfardini,Female,152 cm,45 kg,Italy,ITA
Krisztina TOTH,https://olympics.com/en/athletes/krisztina-toth,Female,164 cm,62 kg,Hungary,HUN
Miao MIAO,https://olympics.com/en/athletes/miao-miao,Female,162 cm,48 kg,Australia,AUS
Joanna PARKER,https://olympics.com/en/athletes/joanna-parker,Female,178 cm,63 kg,Great Britain,GBR
Yuan TIAN,https://olympics.com/en/athletes/yuan-tian,Female,,,Croatia,CRO
Paula MEDINA,https://olympics.com/en/athletes/paula-medina,Female,163 cm,73 kg,Colombia,COL
Sara RAMIREZ,https://olympics.com/en/athletes/sara-ramirez,Female,163 cm,50 kg,Spain,ESP
Lei HUANG MENDES,https://olympics.com/en/athletes/lei-huang-mendes,Female,164 cm,50 kg,Portugal,POR
Fabiola Isabel RAMOS PORTILLO,https://olympics.com/en/athletes/fabiola-isabel-ramos-portillo,Female,164 cm,74 kg,Venezuela,VEN
Ligia SILVA,https://olympics.com/en/athletes/ligia-silva,Female,161 cm,58 kg,Brazil,BRA
Dana HADACOVA,https://olympics.com/en/athletes/dana-hadacova,Female,174 cm,70 kg,Czechia,CZE
Ankita DAS,https://olympics.com/en/athletes/ankita-das,Female,,,India,IND
Anolyn LULU,https://olympics.com/en/athletes/anolyn-lulu,Female,157 cm,62 kg,Vanuatu,VAN
Berta RODRIGUEZ,https://olympics.com/en/athletes/berta-rodriguez,Female,,,Romania,ROU
Aia MOHAMED,https://olympics.com/en/athletes/aia-mohamed,,,,,
Tvin MOUMJOGHLIAN,https://olympics.com/en/athletes/tvin-moumjoghlian,,,,,
Yasmin HASSAN FARAH,https://olympics.com/en/athletes/yasmin-hassan-farah,Female,,,Djibouti,DJI
Sajjad ANOUSHIRAVANI HAMLABAD,https://olympics.com/en/athletes/sajjad-anoushiravani-hamlabad,Male,192 cm,105 kg,Islamic Republic of Iran,IRI
Ruslan ALBEGOV,https://olympics.com/en/athletes/ruslan-albegov,Male,192 cm,156 kg,Russian Federation,RUS
Sang-Guen JEON,https://olympics.com/en/athletes/sang-guen-jeon,Male,183 cm,158 kg,Republic of Korea,KOR
Kazuomi OTA,https://olympics.com/en/athletes/kazuomi-ota,Male,183 cm,145 kg,Japan,JPN
Itte DETENAMO,https://olympics.com/en/athletes/itte-detenamo,Male,175 cm,148 kg,Nauru,NRU
Christian Alberto LOPEZ BOBADILLA,https://olympics.com/en/athletes/christian-alberto-lopez-bobadilla,Male,175 cm,105-132 kg,Guatemala,GUA
Damon KELLY,https://olympics.com/en/athletes/damon-kelly,Male,183 cm,154 kg,Australia,AUS
Frederic FOKEJOU TEFOT,https://olympics.com/en/athletes/frederic-fokejou-tefot,Male,187 cm,133 kg,Cameroon,CMR
Matthias STEINER,https://olympics.com/en/athletes/matthias-steiner,Male,183 cm,146 kg,Austria,AUT
Carl HENRIQUEZ,https://olympics.com/en/athletes/carl-henriquez,Male,178 cm,150 kg,Aruba,ARU
Jie ZHANG,https://olympics.com/en/athletes/jie-zhang,Male,165 cm,66 kg,People's Republic of China,CHN
Un Guk KIM,https://olympics.com/en/athletes/un-guk-kim,,,,,
Hursit ATAK,https://olympics.com/en/athletes/hursit-atak,Male,162 cm,62 kg,Türkiye,TUR
Erol BILGIN,https://olympics.com/en/athletes/erol-bilgin,Male,158 cm,62 kg,Türkiye,TUR
Umurbek BAZARBAYEV,https://olympics.com/en/athletes/umurbek-bazarbayev,,,,,
Manuel MINGINFEL,https://olympics.com/en/athletes/manuel-minginfel,Male,155 cm,62 kg,Federated States of Micronesia,FSM
Charles SSEKYAAYA,https://olympics.com/en/athletes/charles-ssekyaaya,Male,159 cm,62 kg,Uganda,UGA
Stevick PATRIS,https://olympics.com/en/athletes/stevick-patris,,,,,
Hun-Min JI,https://olympics.com/en/athletes/hun-min-ji,Male,157 cm,62 kg,Republic of Korea,KOR
Haojie LU,https://olympics.com/en/athletes/haojie-lu,,,,,
Ivan CAMBAR RODRIGUEZ,https://olympics.com/en/athletes/ivan-cambar-rodriguez,Male,163 cm,77 kg,Cuba,CUB
Krzysztof Maciej ZWARYCZ,https://olympics.com/en/athletes/krzysztof-maciej-zwarycz,Male,170 cm,77 kg,Poland,POL
Felix EKPO,https://olympics.com/en/athletes/felix-ekpo,Male,160 cm,77 kg,Nigeria,NGR
Kirill PAVLOV,https://olympics.com/en/athletes/kirill-pavlov,Male,173 cm,77 kg,Kazakhstan,KAZ
Toafitu PERIVE,https://olympics.com/en/athletes/toafitu-perive,,,,,
Jaehyouk SA,https://olympics.com/en/athletes/jaehyouk-sa,,,,,
Jack OLIVER,https://olympics.com/en/athletes/jack-oliver,Male,168 cm,77 kg,Great Britain,GBR
Christine GIRARD,https://olympics.com/en/athletes/christine-girard,Female,160 cm,63 kg,Canada,CAN
Milka MANEVA,https://olympics.com/en/athletes/milka-maneva,Female,167 cm,63 kg,Bulgaria,BUL
Luz Mercedes ACOSTA VALDEZ,https://olympics.com/en/athletes/luz-mercedes-acosta-valdez,Female,164 cm,63 kg,Mexico,MEX
Seen LEE,https://olympics.com/en/athletes/seen-lee,Female,160 cm,58 kg,Australia,AUS
Maria LIKU,https://olympics.com/en/athletes/maria-liku,Female,158 cm,58 kg,Fiji,FIJ
Lucia CASTANEDA GOMEZ,https://olympics.com/en/athletes/lucia-castaneda-gomez,Female,,,Nicaragua,NCA
Silvana SALDARRIAGA,https://olympics.com/en/athletes/silvana-saldarriaga,Female,155 cm,58 kg,Peru,PER
Lapua LAPUA,https://olympics.com/en/athletes/lapua-lapua,,,,,
Maiya MANEZA,https://olympics.com/en/athletes/maiya-maneza,,,,,
Svetlana TSARUKAEVA,https://olympics.com/en/athletes/svetlana-tsarukaeva,Female,169 cm,64 kg,Soviet Union,URS
Navab NASIRSHELAL,https://olympics.com/en/athletes/navab-nasirshelal,Male,177 cm,67 kg,Islamic Republic of Iran,IRI
Sibel SIMSEK,https://olympics.com/en/athletes/sibel-simsek,Female,170 cm,62-69 kg,Türkiye,TUR
Jorge David ARROYO VALDEZ,https://olympics.com/en/athletes/jorge-david-arroyo-valdez,Male,193 cm,105 kg,Ecuador,ECU
